url of the experience,Ranking of the experience,Keyword-1,Keyword-2,Keyword-3,Keyword-4,Keyword-5,Keyword-6,Keyword-7,Keyword-8,Keyword-9,Keyword-10,Keyword-11,post_title,flat_fee_price,base_price per person,Tiering_Price,min_num_attendees,max_num_attendees,is_shipping_required,is_available_globally (international shipping?),duration_minutes,primary_kit_of the experience,optional_kit_of the experience,is the experience has kit?,"links to photos of In-office team ,Hybrid team, Remote team",content of experience
https://www.teamraderie.com/experiences/virtual-ice-cream-experience/,10,Joy,Activity,Celebrate,Community,Shaking,,,,,,Hands-on; Kit Included; Food; Joy,Discover the Science of Ice Cream Making,0,65,,1,100,1,1,30,"A beautiful kit with all items needed to make delicious ice cream from anywhere: shelf-stable dairy milk, plastic bags, caramel, sprinkles, cups and more! (All you need is ice)  Ice Cream Kit (with regular milk)","A beautiful kit with all items needed to make delicious ice cream from anywhere: shelf-stable non-dairy pea milk, plastic bags, caramel, sprinkles, cups and more! (All you need is ice)  Ice Cream Kit (with dairy-free pea milk)",TRUE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Do you need to add a moment of joy to everyone's day?

During this fun and interactive shared experience your team will learn the science of ice cream, shake up their own batch, and bring joy to their day. Have your team screaming for Ice Cream!it belongs to cateory of Food Tastings, Celebrations, Snackswith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Inspire Joy: What’s better than bringing a smile to someone’s face? Enjoy this joyful experience and share smiles with your team

Make Connections: Whether it’s a connection to your organization’s purpose or to colleagues, make connection-building a priorityit has tags of bond-and-connect, search-new-5, search-mp-3, fun-and-gamesits outcome isConnection, Joy"
https://www.teamraderie.com/experiences/flex-your-leadership-style-to-be-an-effective-leader/,9,Coordination,Micromanagement,Lack of Empowerment,Leadership,Modern,,Performance,,,,Discussion; Workshop; Harvard,Flex Your Leadership Style to Promote Team Progress,2000,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 2000.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 2500.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 3000.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 3450.00}]",1,100,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","How do you help your team do their best work?

Flex your leadership style to fit the team's needs. Work with Harvard's Grace Cormier to role play through evidence-backed group exercises based on research from Harvard Business Review's ""You Need Two Leadership Gears,"" and learn how successful leaders flex their styles.it belongs to cateory of Team Skills, Learning Togetherwith attributes of Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Reach Alignment: Pull the best ideas from everyone and then help your team get onto the same page. Bring together different ideas and work cohesively.

Take Initiative: Step up to the challenge and take initiative as a team to solve problems, overcome obstacles, and achieve your goals.
it has tags of search-mp-3, search-new-4, inspire-and-exciteits outcome isReaching Alignment, Taking Initiative"
https://www.teamraderie.com/experiences/uncover-the-power-of-asking-better-questions-for-connection/,5,Communication,Remote Collaboration,Feedback,Mentoring,Questioning,,,,,,Discussion; Workshop,How to Ask Better Questions for Effective Team Communication,2000,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 2000.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 3500.00}]",1,50,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Who? What? Why? Where? When? How?

Taylor Buonocore-Guthrie, the co-founder of Convers(ate), will teach your team about the most effect question types. Unleash your team's curiosity and learn how to ask the best questions and stop making conversation missteps that are common to us all.it belongs to cateory of Team Skillswith attributes of Build Team Trust: Trust is the foundation for everything we do. Build trust between team members and prioritize expressing appreciation.

Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Learn Communication Skills: Listening and communicating go hand-in-hand. Learn how your team communicates best to improve your outcomes.

Transform Your Foundation: Establish a critical foundation for your team to work their best. No two teams are alike; create something that works for YOU.
it has tags of bond-and-connect, collaborate-and-create, search-mp-3, search-new-4its outcome isCommunication, Team Trust"
https://www.teamraderie.com/experiences/intention-setting-and-gifting-experience/,7,Recognition,Gifting,Planning,Purpose,Role Definition,,Achievement,Performance,,,Discussion; Kit Included; Hands-on,Intention Setting and Gifting for Team Appreciation,300,50,"[{""lower_bound"":1, ""upper_bound"":15, ""price"": 300.00}, {""lower_bound"":16, ""upper_bound"":25, ""price"": 400.00}]",1,25,1,1,55,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","During this touching and poignant experience, everyone will first discuss the team as a whole and then discuss the individual people that make your team so amazing. You will learn your strengths as others see them, culminating in a surprise gift based on everyone's strengths.

<strong>After the experience, each team member will receive a book and treats related to the unique strengths they were gifted.</strong>

<span style=""font-weight: 400;"">Bring your team together, set intentions for the year, and celebrate appreciation as a team!</span>it belongs to cateory of Celebrationswith attributes of Build Team Trust: Trust is the foundation for everything we do. Build trust between team members and prioritize expressing appreciation.

Create Inclusion and Belonging: Everyone on your team should feel seen, heard, and valued. Increase your team’s sense of belonging with this experience.

Transform Your Foundation: Establish a critical foundation for your team to work their best. No two teams are alike; create something that works for YOU.
it has tags of bond-and-connect, fun-and-games, search-mp-5, search-new-5its outcome isInclusion and Belonging, Team Trust"
https://www.teamraderie.com/experiences/unlock-your-creative-process-through-moss-art-experience/,7,Wellbeing,Activity,Crafting,Perspective,Health,,,,,,Kit Included; Hands-on; Plants,Unlock Your Creative Process Through Moss Art,0,95,,1,100,1,1,45,"A kit with wooden boards, moss, glue, trinkets and more. All the items needed to make two (2) unique moss art creations. Moss Art Kit",,TRUE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","If everyone receives the same inputs, will all outputs be the same? Not even close!

Unlock your teams creativity during this fun and interactive activity while making two pieces of moss art. Learn, bond, and hot glue your way to better team creativity.it belongs to cateory of Creativity, Arts and Crafts, Wellnesswith attributes of Collaborate Together: Put more minds to the task to find the best solution by finding ways to improve your collaboration and work as a team.
Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Improve Wellbeing: Health and wellness are vital in all aspects of life. Improve well-being through exercise and mindfulness while at work.

Inspire Joy: What’s better than bringing a smile to someone’s face? Enjoy this joyful experience and share smiles with your team
it has tags of search-new-4, search-mp-3, health-and-wellness, bond-and-connect, fun-and-gamesits outcome isCollaboration, Joy, Well-Being"
https://www.teamraderie.com/experiences/the-power-of-disagreement-turn-conflict-resolution-workshop/,9,Communication,Conflict,Personality Clash,Team Dynamics,DEI&B,,,,,,Discussion; Workshop,The Power of Disagreement: Turn Conflict into Advantage,2000,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 2000.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 2500.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 3000.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 3450.00}]",1,100,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Diverse perspectives lead to better answers but they can also lead to disagreements.

Or worse, they can slow communication and decision-making. Co-created with Harvard's Francesca Gino, this experience uses research-backed methods to get your team comfortable with direct, open conversation that will propel you forward.it belongs to cateory of Team Skills, Learning Togetherwith attributes of Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Reach Alignment: Pull the best ideas from everyone and then help your team get onto the same page. Bring together different ideas and work cohesively.
it has tags of trust-and-transformits outcome isReaching Alignment"
https://www.teamraderie.com/experiences/team-jazz-experience-master-art-of-improvisation/,6,Improvisation,Navigating Uncertainty,Ineffective Decision-Making,Unique Activity,Jazz,,Managing Change,Adapatability,,,Discussion; Workshop; Hands-on,Learn from Jazz: Master the Art of Adapting Together as a Team,2000,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 2000.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 2500.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 3000.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 3450.00}]",1,100,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","What do great teams have in common with Duke Ellington and Miles Davis?

All have mastered the art of unlearning, performance, and experimentation simultaneously. They know how to take turns soloing and supporting each other. Professor Frank Barrett will show your team how to turn cacophonous noise into melodious music.it belongs to cateory of Team Skills, Learning Togetherwith attributes of Collaborate Together: Put more minds to the task to find the best solution by finding ways to improve your collaboration and work as a team.
Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Flexible Learning Mindset: Help others become more receptive to change and growth. Instill a flexible learning mindset to advance as a team.

Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Try Creative Problem Solving: When you hit a roadblock, what’s the first thing your team does? Creative problem-solving creates an alternate path.
it has tags of inspire-and-excite, collaborate-and-createits outcome isCollaboration, Creative Problem Solving, Learning Mindset"
https://www.teamraderie.com/experiences/team-improv-experience-for-connection-and-empathy/,1,Creativity,Improv,Inclusion,Belonging,Fun,,Empathy,,,,Discussion; Workshop; Hands-on,Building Empathy and Listening Skills through Improv,1200,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 1200.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 1500.00}]",1,50,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Can you imagine being able to truly understand and respond to the emotions of those around you?

During this experience your team will learn the art of improv and develop invaluable social skills that strengthen their ability to connect with others on a deep and meaningful level.

Get ready to feel the power of empathy and transform your team dynamic like never before!

&nbsp;it belongs to cateory of Team Skillswith attributes of Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Learn Communication Skills: Listening and communicating go hand-in-hand. Learn how your team communicates best to improve your outcomes.

Enhance Empathy: Foster a deeper understanding and connection to your teams' emotions, struggles, and triumphs.
Transform Your Foundation: Establish a critical foundation for your team to work their best. No two teams are alike; create something that works for YOU.
it has tags of collaborate-and-create, fun-and-games, trust-and-transformits outcome isCommunication, Empathy"
https://www.teamraderie.com/experiences/unleash-creativity-improv-your-way-to-generating-breakthrough-ideas/,6,Improv,Creativity,Collaboration,Innovation,Bonding,,Ideation,,,,Discussion; Workshop; Hands-on,Unleash Creativity: Improv Your Way to Breakthrough Ideas,1200,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 1200.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 1500.00}]",1,50,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Improv(e) your team's ability to create amazing ideas!

In improv, performers must constantly generate new ideas, respond to unexpected developments, and make connections between disparate elements. Led by Stanford's Pam McLeod, this experience will help strengthen your team's ability to make connections and generate new ideas.it belongs to cateory of Creativitywith attributes of Collaborate Together: Put more minds to the task to find the best solution by finding ways to improve your collaboration and work as a team.
Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Try Creative Problem Solving: When you hit a roadblock, what’s the first thing your team does? Creative problem-solving creates an alternate path.

Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.
it has tags of collaborate-and-create, fun-and-gamesits outcome isCollaboration, Creative Problem Solving"
https://www.teamraderie.com/experiences/virtual-beer-experience/,6,Bonding,Connection,Fun,Beer,Tasting,,,,,,Hands-on; Kit Included; Beverage; Alchohol,Celebrate Women-run Breweries with Your Team,0,100,,1,100,1,0,45,"A generous kit with four (4) different cans of award-winning craft beer, popcorn, and a commemorative pint glass. Beer Kit","A generous kit with four (4) different cans of award-winning non-alcoholic beer, popcorn, and a commemorative pint glass. Non-alcoholic Beer Kit",TRUE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","In this Teamraderie experience, your team receives a beautiful kit with four (4) craft beers from women-run breweries, popcorn, and a commemorative glass. Participants can also replace the craft beers with an equally-tasty assortment of four (4) non-alcoholic brewed drinks with flavor profiles that map to the beers.

To guide your team, you will be joined by an acclaimed beer expert -- such as one of America's top beer authors, the UK's foremost expert on beers and pub life, or a certified Cicerone.

As you taste your beers, your team will learn more about each brewery and celebrate the stories of their owners and brewers.it belongs to cateory of Happy Hour, Seasonal or Holidaywith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Make Connections: Whether it’s a connection to your organization’s purpose or to colleagues, make connection-building a priority
Share with Clients and Customers: Build trust and connection with clients and customers by inviting them to join you in sharing this experience.
it has tags of bond-and-connectits outcome isConnection"
https://www.teamraderie.com/experiences/the-roi-of-sleep-team-sleep-experience/,4,Wellbeing,Sleep,Rest,Health,Wellness,,,,,,Discussion; Workshop,The ROI of Sleep – Unlocking the Power of Your Best Night’s Rest,2000,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 2000.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 3000.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 4000.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 5000.00}]",1,100,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","When it comes to having extraordinary health and living our best life there is usually one key element overlooked: Sleep.

Through science and stories, your team will learn tools to sleep better which can be a catalyst for productivity, innovation, personal growth, and happiness. By unlocking the power of sleep we can generate more energy to contribute more, perform better, and make a bigger difference.

In this Teamraderie experience, a certified Sleep Science Academy coach will share insights about how to combat the biggest detractors to sleep. Through diagnostic assessments, discussions, and group exercises, you will learn how to get better quality sleep consistently and thrive at work and in life. Your team will discover essential techniques and tools to fall asleep faster, rest deeper, and wake refreshed.

Come together as a team. Discover the keys to unlocking the power of your best night's rest. Wake up with more peace, power and presence.it belongs to cateory of Wellnesswith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Improve Wellbeing: Health and wellness are vital in all aspects of life. Improve well-being through exercise and mindfulness while at work.
it has tags of health-and-wellness, search-new-5, search-mp-3its outcome isWell-Being"
https://www.teamraderie.com/experiences/values-based-leadership-experience/,8,Empowerment,Flexing Your Leadership,Values,Purpose,Discussion,,,,,,Discussion; Workshop; Celebrity; Olympian,Winning as a Team with Values-Based Leadership,2000,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 2000.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 2500.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 3000.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 3450.00}]",1,100,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","<span style=""font-weight: 400;"">The most impactful thing you will ever do as a leader is to inspire those you lead to perform to their highest potential. </span>

<span style=""font-weight: 400;"">In this Teamraderie experience, NBA analyst and four-time Olympic medal winner Summer Sanders joins you live. You will learn how three icons of basketball – former Duke University coach Mike “Coach K” Krzyzewski, Golden State Warriors head coach Steve Kerr, and NBA legend Bill Russell – inspired those around them through these principles. </span>

<span style=""font-weight: 400;"">Summer will help you connect these coaches’ approach to your own leadership – and help you apply this to your team's work.</span>it belongs to cateory of Learning Together, Notable hostwith attributes of Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Find Your Purpose: Work together as a team to identify your purpose and connect your goals to your organization’s mission, vision, and values.it has tags of inspire-and-excite, trust-and-transform, search-new-5, search-mp-3its outcome isPurpose"
https://www.teamraderie.com/experiences/virtual-team-building-experience-with-drew-dixon/,10,Creativity,Innovation,Deadlines,Musicians,Talent,,Performance,Results,Hip Hop,Rap Music,Discussion; Workshop; Hands-on,Innovation on a Deadline: Lessons from Hip Hop,2000,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 2000.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 2500.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 3000.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 3450.00}]",1,100,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Record labels create magic – as a business. As an A&amp;R exec at Def Jam and Arista Records, legendary music producer Drew Dixon created hit records - consistently. Drew teaches you to spark and scale innovation, as she guides your team to write a song with hit potential.it belongs to cateory of Learning Together, Notable hostwith attributes of Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Collaborate Together: Put more minds to the task to find the best solution by finding ways to improve your collaboration and work as a team.
Flexible Learning Mindset: Help others become more receptive to change and growth. Instill a flexible learning mindset to advance as a team.

Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Try Creative Problem Solving: When you hit a roadblock, what’s the first thing your team does? Creative problem-solving creates an alternate path.
it has tags of inspire-and-excite, search-mp-3, search-new-5, trust-and-transformits outcome isCollaboration, Creative Problem Solving, Learning Mindset"
https://www.teamraderie.com/experiences/team-planning-and-gifting-experience/,8,Appreciation,Planning,Forward-Looking,Intentional,Kits,,,,,,Discussion; Kit Included; Hands-on,Activate your 2023 Plan with Gifting,300,50,"[{""lower_bound"":1, ""upper_bound"":15, ""price"": 300.00}, {""lower_bound"":16, ""upper_bound"":25, ""price"": 400.00}]",1,25,1,1,55,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Imagine that your team is being featured in a prestigious magazine article due to your accomplishments this year, what could you learn from this activity? Through a dynamic team-building experience, discuss what accomplishments got you featured, uncover the strengths of each team member, and appreciate their unique contributions. Foster a culture of recognition, collaboration, and motivation as you activate your 2023 plan with the power of gifting.

<strong>After the experience, each team member will receive a book and treats related to the unique strengths they were gifted.</strong>it belongs to cateory of Celebrationswith attributes of Build Team Trust: Trust is the foundation for everything we do. Build trust between team members and prioritize expressing appreciation.

Create Inclusion and Belonging: Everyone on your team should feel seen, heard, and valued. Increase your team’s sense of belonging with this experience.

Transform Your Foundation: Establish a critical foundation for your team to work their best. No two teams are alike; create something that works for YOU.
it has tags of bond-and-connect, fun-and-games, search-mp-5, search-new-5its outcome isInclusion and Belonging, Team Trust"
https://www.teamraderie.com/experiences/learn-movements-to-wake-up-team-productivity/,1,Work-Life Balance,Burnout,Healthy,Mental Acuity,Wellness,,,,,,Hands-on; Activity; Workshop,Learn Movements to Wake up Team Productivity,600,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 600.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 750.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 900.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 1050.00}]",1,100,0,1,30,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Get ready to boost your productivity with an invigorating live session led by celebrity trainer Ramona Braganza!

Join Jessica Alba &amp; Ryan Reynolds' personal trainer as she guides you and your team through 5 movements that will awaken your body and get it moving, all from the comfort of your desk. Say goodbye to stiffness and fatigue and hello to increased energy levels and productivity with this exciting experience!it belongs to cateory of Wellnesswith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Improve Wellbeing: Health and wellness are vital in all aspects of life. Improve well-being through exercise and mindfulness while at work.
it has tags of health-and-wellness, search-mp-1, search-new-2its outcome isWell-Being"
https://www.teamraderie.com/experiences/the-simplicity-principle-experience-with-julia-hobsbawm/,1,Simplification,Inefficient Processes,Inefficient Decision-Making,Low Team Morale,Inflexible Work Processes,,,,,,Discussion,Simplicity Principle: Achieving Clarity in a Complex World,1000,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 1000.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 1500.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 1800.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 2100.00}]",1,100,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Join Julia Hobsbawm on a journey towards clarity and simplicity, based on her book “The Simplicity Principle”. Learn the six steps to simplify your life and work in a complex world, from understanding the complexity of the situation to committing to the process of simplification. Discover practical advice and examples to help you streamline processes, increase productivity, and reduce stress. With Julia’s guidance, you can maintain simplicity and find focus in a world full of distractions.it belongs to cateory of Learning Together, Notable hostwith attributes of Establish Team Norms: What rituals or habits does your team have? Create team norms together that you can all participate in and rely on.

Transform Your Foundation: Establish a critical foundation for your team to work their best. No two teams are alike; create something that works for YOU.
it has tags of  its outcome isTeam Norms"
